account_id,in_degree,out_degree,pagerank,community_id,is_laundering
220:80011D000,2,2,7.396911983011834e-05,154,0
10:80011BC60,1,1,0.00014456262499190224,155,0
1:80011BD50,1,1,0.00014456262499190224,156,0
10:80011BDF0,1,1,0.00014456262499190224,157,0
220:8001195D0,1,1,0.00014456262499190224,158,0
12:80011B620,1,1,0.00014456262499190224,159,0
10:80011DC60,1,1,0.00014456262499190224,160,0
10:800119190,1,1,0.00014456262499190224,161,0
10:800126360,1,1,0.00014456262499190224,162,0
10:800126770,1,1,0.00014456262499190224,163,0
1:800126170,1,1,0.00014456262499190224,164,0
10:800118A80,1,1,0.00014456262499190224,165,0
10:800127800,1,1,0.00014456262499190224,166,0
10:800128000,2,2,5.6615927358606816e-05,167,0
10:800118D50,0,2,2.190954241558373e-05,168,0
1:800128AC0,1,2,3.9262734887095274e-05,169,0
1:8000F8AB0,1,1,0.00014456262499190224,170,0
3232:800106580,1,1,0.00014456262499190224,171,0
10:800113BF0,1,1,0.00014456262499190224,172,0
220:800129220,1,1,0.00014456262499190224,173,0
12:80012A760,2,1,0.00024986251509670916,174,0
220:80012A570,1,1,0.00014456262499190224,175,0
1:800131650,1,1,0.00014456262499190224,176,0
220:8001316A0,1,1,0.00014456262499190224,177,0
12:800132EC0,1,1,0.00014456262499190224,178,0
12:800132080,2,1,0.00020142628939345852,179,0
12:800132990,1,1,0.00014456262499190224,180,0
1:800134D30,1,1,0.00014456262499190224,181,0
220:800135370,1,2,3.9262734887095274e-05,182,0
220:8001357A0,1,1,0.00014456262499190224,183,0
220:8001357F0,2,1,0.0003378092127300045,184,0
12:800135E30,1,2,3.9262734887095274e-05,185,0
1:8001364A0,1,1,0.00014456262499190224,186,0
10:800137EF0,1,1,0.00014456262499190224,187,0
10:800137A80,1,1,0.00014456262499190224,188,0
12:800137450,1,2,3.9262734887095274e-05,189,0
220:8001370E0,1,1,0.00014456262499190224,190,0
1:800139380,1,1,0.00014456262499190224,191,0
3246:80013C320,1,1,0.00014456262499190224,192,0
12:80013C0F0,1,1,0.00014456262499190224,193,0
220:800102D10,2,1,0.00024986251509670916,194,0
220:80013D570,1,1,0.00014456262499190224,195,0
1:80005C050,0,1,2.190954241558373e-05,196,0
220:80013E150,2,1,0.00026721570756822077,196,0
220:800132390,2,1,0.00014619799942625317,197,0
10:800144AE0,1,1,0.00014456262499190224,198,0
1:800143B00,1,2,3.9262734887095274e-05,199,0
1:8001448A0,1,1,0.00014456262499190224,200,0
12:800145390,2,2,7.396911983011834e-05,201,0
10:8001074F0,0,1,2.190954241558373e-05,201,0
12:8001473E0,2,2,0.00010200447221583991,202,0
1:800107BD0,0,1,2.190954241558373e-05,203,0
1:8001488C0,2,1,0.00026721570756822077,203,0
1:800148D00,1,1,0.00014456262499190224,204,0
1:8001495E0,1,1,0.00014456262499190224,205,0
1:800149630,1,1,0.00014456262499190224,206,0
12:800149FB0,1,1,0.00014456262499190224,207,0
10:80014B530,1,1,0.00014456262499190224,208,0
10:80014BB10,1,1,0.00014456262499190224,209,0
3211:80014BC00,0,1,2.190954241558373e-05,210,0
1:80014BA70,2,1,0.00026721570756822077,210,0
10:80014E010,1,1,0.00014456262499190224,211,0
10:80014F470,1,2,3.9262734887095274e-05,212,0
1:80014FAA0,1,1,0.00014456262499190224,213,0
1:80014F510,1,2,3.9262734887095274e-05,214,0
10:8001504B0,1,1,0.00014456262499190224,215,0
12:800150F20,1,2,3.9262734887095274e-05,216,0
1:8001514E0,1,1,0.00014456262499190224,217,0
10:8001523C0,1,4,2.794364010596132e-05,218,0
1:8001111F0,1,1,0.00014456262499190224,219,0
1:8001547E0,1,2,3.9262734887095274e-05,220,0
1:8001545F0,1,1,0.00014456262499190224,221,0
12:800154500,1,1,0.00014456262499190224,222,0
1:800155BB0,1,2,3.9262734887095274e-05,223,0
10:8001551C0,1,1,0.00014456262499190224,224,0
1:8001580D0,2,2,4.7939331122851045e-05,225,0
10:800102DD0,0,4,2.190954241558373e-05,226,0
3284:800158170,1,1,0.00014456262499190224,227,0
220:800154160,1,1,0.00014456262499190224,228,0
3292:8001541B0,1,1,0.00014456262499190224,229,0
3274:800156B90,1,1,0.00014456262499190224,230,0
1:8001578F0,1,1,0.00014456262499190224,231,0
220:800157940,1,1,0.00014456262499190224,232,0
3293:800157BC0,1,1,0.00014456262499190224,233,0
12:800157DF0,1,1,0.00014456262499190224,234,0
3211:8001583E0,1,1,0.00014456262499190224,235,0
3208:800156AF0,0,1,2.190954241558373e-05,236,0
10:800156890,2,1,0.00026721570756822077,236,0
1:800157300,1,1,0.00014456262499190224,237,0
1:80013EDF0,1,1,0.00014456262499190224,238,0
1:800108220,1,1,0.00014456262499190224,239,0
12:800140D90,1,1,0.00014456262499190224,240,0
3278:800141010,1,1,0.00014456262499190224,241,0
3246:8000E79C0,1,1,0.00014456262499190224,242,0
3264:800144F70,1,1,0.00014456262499190224,243,0
10:800145800,1,1,0.00014456262499190224,244,0
220:800145A20,1,1,0.00014456262499190224,245,0
3211:800146750,1,1,0.00014456262499190224,246,0
3284:800146EE0,1,1,0.00014456262499190224,247,0
220:800147790,1,1,0.00014456262499190224,248,0
10:800147830,1,1,0.00014456262499190224,249,0
12:800147C30,1,1,0.00014456262499190224,250,0
3264:800147C80,1,1,0.00014456262499190224,251,0
10:8001490D0,1,1,0.00014456262499190224,252,0
3206:800149170,1,1,0.00014456262499190224,253,0
1:800149350,1,1,0.00014456262499190224,254,0
220:80014A8C0,1,1,0.00014456262499190224,255,0
1:8001409E0,1,3,3.083529618878968e-05,256,0
10:80014D160,2,1,0.00020142628939345852,257,0
10:80014E8B0,1,1,0.00014456262499190224,258,0
10:80014FFE0,1,1,0.00014456262499190224,259,0
10:8001501C0,1,1,0.00014456262499190224,260,0
1:800150BF0,1,1,0.00014456262499190224,261,0
1:800150C90,1,1,0.00014456262499190224,262,0
10:8001520E0,1,2,3.9262734887095274e-05,263,0
10:800111330,1,1,0.00014456262499190224,264,0
12:80013DF00,1,1,0.00014456262499190224,265,0
10:80013E960,1,1,0.00014456262499190224,266,0
220:80013EE90,1,1,0.00014456262499190224,267,0
10:80014E900,1,1,0.00014456262499190224,268,0
12:80014EAE0,1,1,0.00014456262499190224,269,0
220:8001511C0,1,1,0.00014456262499190224,270,0
10:800151260,1,1,0.00014456262499190224,271,0
10:800151E60,1,1,0.00014456262499190224,272,0
10:800110D50,1,1,0.00014456262499190224,273,0
1:800153B10,1,1,0.00014456262499190224,274,0
10:80013A9C0,1,1,0.00014456262499190224,275,0
12:80013AA10,1,1,0.00014456262499190224,276,0
10:80010DA60,1,2,3.9262734887095274e-05,277,0
1:80015E3C0,1,1,0.00014456262499190224,278,0
12:80015E8B0,1,1,0.00014456262499190224,279,0
10:80015F8E0,1,1,0.00014456262499190224,280,0
220:800160E00,1,1,0.00014456262499190224,281,0
1:800160AA0,1,1,0.00014456262499190224,282,0
1292:800162950,1,1,0.00014456262499190224,283,0
1:800163D50,1,1,0.00014456262499190224,284,0
220:800163FD0,1,1,0.00014456262499190224,285,0
1:800163DF0,1,1,0.00014456262499190224,286,0
10:800164070,1,2,3.9262734887095274e-05,287,0
10:800164250,1,1,0.00014456262499190224,288,0
10:80016CCE0,1,1,0.00014456262499190224,289,0
10:80016D280,1,1,0.00014456262499190224,290,0
10:80016DA30,1,1,0.00014456262499190224,291,0
10:80016DF20,1,1,0.00014456262499190224,292,0
1292:800170160,1,1,0.00014456262499190224,293,0
1:80016FE30,1,1,0.00014456262499190224,294,0
1292:800170250,1,1,0.00014456262499190224,295,0
1292:8001702F0,1,1,0.00014456262499190224,296,0
220:800171E00,1,1,0.00014456262499190224,297,0
10:800171EA0,1,1,0.00014456262499190224,298,0
12:800172410,1,1,0.00014456262499190224,299,0
10:800173690,2,1,0.00020142628939345852,300,0
10:800174D50,1,1,0.00014456262499190224,301,0
12:800174E40,1,1,0.00014456262499190224,302,0
10:8001758B0,1,1,0.00014456262499190224,303,0
1:8001740A0,1,1,0.00014456262499190224,304,0
3211:800174530,1,1,0.00014456262499190224,305,0
10:8001882D0,1,1,0.00014456262499190224,306,0
10:8001742E0,0,1,2.190954241558373e-05,307,0
1292:800188040,2,1,0.00026721570756822077,307,0
10:800189BC0,1,1,0.00014456262499190224,308,0
12:80018B2C0,2,1,0.0002938358639133569,309,0
1:80018C960,1,1,0.00014456262499190224,310,0
1292:80018F9C0,1,1,0.00014456262499190224,311,0
1:80018F640,1,1,0.00014456262499190224,312,0
1292:80018F430,1,1,0.00014456262499190224,313,0
220:8001908C0,1,1,0.00014456262499190224,314,0
10:800191D70,1,1,0.00014456262499190224,315,0
1:800192740,1,1,0.00014456262499190224,316,0
3278:800193930,1,1,0.00014456262499190224,317,0
1292:800193840,1,1,0.00014456262499190224,318,0
1292:800194E00,1,1,0.00014456262499190224,319,0
220:800195970,1,2,3.9262734887095274e-05,320,0
220:800141340,1,1,0.00014456262499190224,321,0
1:800196730,1,1,0.00014456262499190224,322,0
1:80018A900,1,1,0.00014456262499190224,323,0
3290:80018A9A0,1,1,0.00014456262499190224,324,0
1:80018A9F0,1,1,0.00014456262499190224,325,0
1:80018B670,1,1,0.00014456262499190224,326,0
1:80018BE30,1,1,0.00014456262499190224,327,0
3210:80018D290,1,1,0.00014456262499190224,328,0
1:8001904A0,1,1,0.00014456262499190224,329,0
1292:800190540,1,1,0.00014456262499190224,330,0
1:800190680,1,1,0.00014456262499190224,331,0
10:800196F00,1,1,0.00014456262499190224,332,0
10:80018C380,1,1,0.00014456262499190224,333,0
220:80018C730,1,1,0.00014456262499190224,334,0
10:800199C60,1,1,0.00014456262499190224,335,0
220:800172FC0,1,1,0.00014456262499190224,336,0
220:800173B80,1,1,0.00014456262499190224,337,0
10:800176780,1,1,0.00014456262499190224,338,0
3314:800187490,1,1,0.00014456262499190224,339,0
3232:800187D00,1,1,0.00014456262499190224,340,0
12:8001894E0,1,1,0.00014456262499190224,341,0
1:800189670,1,1,0.00014456262499190224,342,0
10:800189F70,1,1,0.00014456262499190224,343,0
1:80019A640,1,1,0.00014456262499190224,344,0
10:80019A730,1,1,0.00014456262499190224,345,0
1:80019AA00,1,1,0.00014456262499190224,346,0
3211:80019ACF0,1,1,0.00014456262499190224,347,0
1:80019AA50,0,1,2.190954241558373e-05,348,0
220:800187940,1,2,4.071644869032823e-05,348,0
1:80018A0B0,1,1,0.00014456262499190224,349,0
10:80019E220,1,2,3.9262734887095274e-05,350,0
10:80019DDB0,1,1,0.00014456262499190224,351,0
1292:80019DF90,1,1,0.00014456262499190224,352,0
10:80019DE00,1,1,0.00014456262499190224,353,0
10:80019EFB0,1,1,0.00014456262499190224,354,0
1:80019F050,1,1,0.00014456262499190224,355,0
12:800134B10,1,1,0.00014456262499190224,356,0
12:800135BA0,1,1,0.00014456262499190224,357,0
1292:80015E180,1,1,0.00014456262499190224,358,0
3296:80015E630,1,1,0.00014456262499190224,359,0
10:80015FF20,1,1,0.00014456262499190224,360,0
220:80015FFC0,1,1,0.00014456262499190224,361,0
1292:8001625D0,1,1,0.00014456262499190224,362,0
12:8001632A0,1,1,0.00014456262499190224,363,0
10:800164840,1,1,0.00014456262499190224,364,0
3314:8001726B0,1,1,0.00014456262499190224,365,0
10:80019CAD0,1,1,0.00014456262499190224,366,0
10:800134B60,1,1,0.00014456262499190224,367,0
10:800135090,1,1,0.00014456262499190224,368,0
1:80015D9D0,1,1,0.00014456262499190224,369,0
1:8001635B0,1,1,0.00014456262499190224,370,0
220:80019CC60,1,1,0.00014456262499190224,371,0
10:80019F8E0,1,3,3.083529618878968e-05,372,0
220:8000F8CF0,1,1,0.00014456262499190224,373,0
10:8001A2E50,1,1,0.00014456262499190224,374,0
12:8001A37B0,1,1,0.00014456262499190224,375,0
220:8001A3C10,1,1,0.00014456262499190224,376,0
12:8001A4480,1,1,0.00014456262499190224,377,0
12:8001A4930,1,3,3.083529618878968e-05,378,0
1:8001A4F40,1,1,0.00014456262499190224,379,0
3278:8001A4F90,1,1,0.00014456262499190224,380,0
1047:80072BC50,0,2,2.190954241558373e-05,381,0
1292:80018F970,2,1,0.0002058891662800615,382,0
10:8001A6140,1,1,0.00014456262499190224,383,0
10:8001A6E90,1,1,0.00014456262499190224,384,0
10:8001A7AD0,1,1,0.00014456262499190224,385,0
1:8001A8060,1,1,0.00014456262499190224,386,0
12:8001A7E70,1,1,0.00014456262499190224,387,0
220:8001A7890,1,1,0.00014456262499190224,388,0
12:8001A8960,1,1,0.00014456262499190224,389,0
12:8001A8EB0,2,1,0.00014619799942625317,390,0
220:8001AA670,1,1,0.00014456262499190224,391,0
220:8001AA6C0,1,1,0.00014456262499190224,392,0
1:8001AA760,1,1,0.00014456262499190224,393,0
1:8001AADD0,1,1,0.00014456262499190224,394,0
10:8001AB1E0,1,1,0.00014456262499190224,395,0
3284:8001AB230,1,1,0.00014456262499190224,396,0
1:8001AB940,1,1,0.00014456262499190224,397,0
10:8001A5F50,0,2,2.190954241558373e-05,398,0
1:8001A6A40,1,1,3.131299555295598e-05,399,0
10:8001AA0E0,1,1,3.131299555295598e-05,398,0
1292:8001B5340,1,2,3.9262734887095274e-05,400,0
1292:8001BA980,1,1,0.00014456262499190224,401,0
10:8001BB380,1,1,0.00014456262499190224,402,0
1:8001BDFF0,1,1,0.00014456262499190224,403,0
1362:8001C47A0,1,1,0.00014456262499190224,404,0
10:8001C5260,1,1,0.00014456262499190224,405,0
12:8001C5670,1,1,0.00014456262499190224,406,0
12:8001C64C0,1,1,0.00014456262499190224,407,0
10:8001C7260,1,2,3.9262734887095274e-05,408,0
10:8001C7740,1,1,0.00014456262499190224,409,0
12:8001C8580,1,1,0.00014456262499190224,410,0
220:8001C8C50,1,2,3.9262734887095274e-05,411,0
1:8001C9040,1,1,0.00014456262499190224,412,0
2843:8006F6FC0,1,1,4.071644869032823e-05,413,0
1:8001C9F20,3,1,0.00042792554827135085,414,0
10:8001CA380,1,1,0.00014456262499190224,415,0
1292:8001C9D30,1,1,0.00014456262499190224,416,0
10:8001CB240,1,2,3.9262734887095274e-05,417,0
220:8001CBEF0,1,1,0.00014456262499190224,418,0
10:8001CC420,1,1,0.00014456262499190224,419,0
1:8001CEC80,1,1,0.00014456262499190224,420,0
1362:8001CF830,1,1,0.00014456262499190224,421,0
1292:8001CFB50,1,1,0.00014456262499190224,422,0
1:8001CFD80,1,1,0.00014456262499190224,423,0
1:8001CEB90,1,1,0.00014456262499190224,424,0
1:8001CFCE0,1,1,0.00014456262499190224,425,0
10:8001CE580,1,1,0.00014456262499190224,426,0
220:8001D11D0,1,1,0.00014456262499190224,427,0
1362:8001D13B0,1,1,0.00014456262499190224,428,0
10:8001D2B30,1,1,0.00014456262499190224,429,0
10:800134210,1,2,3.9262734887095274e-05,430,0
12:80013BCB0,1,2,3.9262734887095274e-05,431,0
1:8001D49A0,1,1,0.00014456262499190224,432,0
1292:8001D8CB0,1,1,0.00014456262499190224,433,0
12:8001DAB60,1,2,3.9262734887095274e-05,434,0
10:8001DA8D0,1,1,0.00014456262499190224,435,0
12:8001DB230,1,1,0.00014456262499190224,436,0
1362:8001DC410,1,1,0.00014456262499190224,437,0
1292:8001DA790,1,1,0.00014456262499190224,438,0
1292:8001DB320,1,1,0.00014456262499190224,439,0
1:8001DDBB0,1,1,0.00014456262499190224,440,0
220:8001DEA10,1,1,0.00014456262499190224,441,0
3378:8001DEB00,1,1,0.00014456262499190224,442,0
1:8001DDFC0,1,2,3.9262734887095274e-05,443,0
1:8001DED20,1,1,0.00014456262499190224,444,0
1362:8001DCDF0,1,1,0.00014456262499190224,445,0
1292:8001DD3D0,1,1,0.00014456262499190224,446,0
1362:8001E0470,1,1,0.00014456262499190224,447,0
1292:8001E0AE0,1,1,0.00014456262499190224,448,0
1:8001D9E20,1,1,0.00014456262499190224,449,0
3374:8001DA0E0,1,1,0.00014456262499190224,450,0
12:8001E0E20,1,1,0.00014456262499190224,451,0
1362:8001E0F10,2,1,0.00014619799942625317,452,0
10:8001DA2B0,1,1,0.00014456262499190224,453,0
1:8001DA3A0,1,1,0.00014456262499190224,454,0
10:8001E37F0,1,2,3.9262734887095274e-05,455,0
1292:8001E47C0,1,1,0.00014456262499190224,456,0
3264:8001E3510,1,1,0.00014456262499190224,457,0
3210:8001E3560,1,1,0.00014456262499190224,458,0
10:8001E3EE0,1,1,0.00014456262499190224,459,0
1:8001E4FB0,1,1,0.00014456262499190224,460,0
1292:8001E5FA0,1,1,0.00014456262499190224,461,0
1:8001E6040,1,1,0.00014456262499190224,462,0
1:8001E6840,1,2,3.9262734887095274e-05,463,0
10:8001E7270,1,1,0.00014456262499190224,464,0
1:8001C6920,1,1,3.9262734887095274e-05,465,0
10:8001E8240,2,2,0.00010528169684511069,465,0
220:8001E9150,1,1,0.00014456262499190224,466,0
1:8001EA4A0,1,1,0.00014456262499190224,467,0
1:800140320,1,1,0.00014456262499190224,468,0
1362:8001EBA60,1,1,0.00014456262499190224,469,0
1362:8001ECD70,1,1,0.00014456262499190224,470,0
10:800152A90,1,1,0.00014456262499190224,471,0
1:8001E9F40,1,1,0.00014456262499190224,472,0
10:8001EB460,1,1,0.00014456262499190224,473,0
1:8001EB780,1,1,0.00014456262499190224,474,0
1362:8001EC0F0,1,1,0.00014456262499190224,475,0
1292:8001EC280,1,1,0.00014456262499190224,476,0
10:8001E9FE0,1,1,0.00014456262499190224,477,0
12:8001EB550,1,1,0.00014456262499190224,478,0
1292:8001EB640,1,1,0.00014456262499190224,479,0
1:8001530B0,1,1,0.00014456262499190224,480,0
1:8001F0450,1,1,0.00014456262499190224,481,0
1:8001F0820,1,1,0.00014456262499190224,482,0
10:8000F89F0,0,2,2.190954241558373e-05,483,0
12:8001F1B20,2,1,0.0002058891662800615,484,0
10:8001F2180,1,1,0.00014456262499190224,485,0
1:8001F2F50,2,1,0.00024986251509670916,486,0
10:8001F3760,2,1,0.00024986251509670916,487,0
1:800139D10,2,1,0.00026721570756822077,488,0
1:80019A020,0,1,2.190954241558373e-05,488,0
10:8001F5A30,1,1,0.00014456262499190224,489,0
1:8001F6960,1,1,0.00014456262499190224,490,0
1362:8001F75E0,1,1,0.00014456262499190224,491,0
1:8001FF620,1,1,0.00014456262499190224,492,0
1292:80020A460,1,1,0.00014456262499190224,493,0
10:80020A6E0,2,1,0.00026721570756822077,494,0
3370:80020AAF0,0,1,2.190954241558373e-05,494,0
1:80020AC30,1,1,0.00014456262499190224,495,0
1292:800213AD0,1,2,3.9262734887095274e-05,496,0
220:800214650,1,1,0.00014456262499190224,497,0
10:8001F97D0,1,1,0.00014456262499190224,498,0
3405:8001F9F70,1,1,0.00014456262499190224,499,0
10:8001FA190,1,1,0.00014456262499190224,500,0
12:800212E40,1,1,0.00014456262499190224,501,0
12:800213020,1,1,0.00014456262499190224,502,0
10:8002132A0,1,1,0.00014456262499190224,503,0
220:800213390,1,1,0.00014456262499190224,504,0
1362:800213DC0,1,1,0.00014456262499190224,505,0
10:8002143C0,1,1,0.00014456262499190224,506,0
12:8001F8C20,1,1,0.00014456262499190224,507,0
3370:8001FA950,0,1,2.190954241558373e-05,508,0
10:8001F9870,2,1,0.00026721570756822077,508,0
10:8001FAC60,1,1,0.00014456262499190224,509,0
